부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일,대표 작품(원작)_원본
부스잡아오는도롱이,샴개,,,,,2sp,,,,,,,,,,https://dongne.co/event/df2604/circles/595091,제33회 디. 페스타 (토요일),Day1,
분노! 우울··· 배신감!!,패트와매트,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,"괴담출근, 은혼, 데못죽, 디지캐럿",,,,,,"일러스트,기타",gigigoeg,https://dongne.co/event/df2604/circles/595489,제33회 디. 페스타 (토요일),Day1,괴담출근
불가사리는 둘이서 하나!,이로,,,,,1sp,유희왕 듀얼몬스터즈,유희왕 토에이,야미진 쁘띠존 < 강한 마음 x 다정한 마음 >,"어둠의 유희(야미 유우기), 유희(무토 유우기) ",어둠의 유희X유희,로맨틱,"야미진(에서 파생된 마왕진, 아템진)","소설,기타",zadualida,https://dongne.co/event/df2604/circles/601041,제33회 디. 페스타 (토요일),Day1,유희왕 듀얼몬스터즈
비둘기야먹자,성북동비둘기,,,,,1sp,마블,닌자고,,"샘 윌슨, 버키 반즈, 제이 워커, 니야 스미스",버키 반즈X샘 윌슨,로맨틱,제이니야,"만화,일러스트",,https://dongne.co/event/df2604/circles/616382,제33회 디. 페스타 (토요일),Day1,마블
비밀작가단,소보로,,,,,2sp,"1차 창작 HL, BL, GL 소설 / 개인창작 귀여운 캐릭터들",오리지널 창작 캐릭터와 창작 소설,,"모몽이, 호냥이, 오리지널 소설 인물들",,,,"일러스트,소설,공예",hohomomong,https://dongne.co/event/df2604/circles/596756,제33회 디. 페스타 (토요일),Day1,"1차 창작 HL, BL, GL 소설 / 개인창작 귀여운 캐릭터들"
비밀창고,NIK,,,,,2sp,,,,,,,,,,https://dongne.co/event/df2604/circles/610888,제33회 디. 페스타 (토요일),Day1,
비빔밥탕평채,빠나난나,,,,,2sp,닌타마,,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""",도이,리키치X도이,로맨틱,,"만화,일러스트",thefananan,https://dongne.co/event/df2604/circles/615196,제33회 디. 페스타 (토요일),Day1,닌타마
비오는날 전기공사,JYJ,,,,,2sp,명일방주 엔드필드 ,"파이널판타지14 / 나소흑전기 / 괴담출근, 화산귀환 및 기타 웹소설. 중국 BL",,"소흑,무한",화성X사련,로맨틱,"도위소병, 화성사련, FF14 NPC드림",일러스트,,https://dongne.co/event/df2604/circles/600253,제33회 디. 페스타 (토요일),Day1,명일방주 엔드필드 
비인도적 동력원,"ZAO,새우맛살",,,,,2sp,,,,,,,,일러스트,,https://dongne.co/event/df2604/circles/598148,제33회 디. 페스타 (토요일),Day1,
비행기와 춤을,아륜,,,,,1sp,트랜스포머,울트라맨,,스타스크림,스카이파이어X스타스크림,로맨틱,"재즈프라, 사웨로드, 레오 세븐",소설,directionfinde,https://dongne.co/event/df2604/circles/595114,제33회 디. 페스타 (토요일),Day1,트랜스포머
빛과밤을넘어서너에게로안갈거야???,"명몽, 마뱀이",,,,,1sp,빛과 밤의 사랑,,빛과 밤의 사랑 쁘띠존 「휘명시디자이너연합회」,,,,,,"myeong_0u0, mabame_s2",https://dongne.co/event/df2604/circles/598434,제33회 디. 페스타 (토요일),Day1,빛과 밤의 사랑
뽀르르,뽀레,,,,,2sp,"프리파라, 베리베리 뮤우뮤우","마법소녀 마도카 마기카, 우마무스메, 강철의 연금술사, 이나즈마일레븐",,,,,,,tawac3po,https://dongne.co/event/df2604/circles/609599,제33회 디. 페스타 (토요일),Day1,"프리파라, 베리베리 뮤우뮤우"
뿡,혁,,,,,1sp,,,,,,,,소설,,https://dongne.co/event/df2604/circles/598556,제33회 디. 페스타 (토요일),Day1,
쁘띠뽀짝,뽀짝쿵야,,,,,2sp,괴담출근 케데헌 데못죽 오란고교 달빛천사,이착헌 원피스 슬램덩크 하이큐 플레이브 전독시 내스급 코난 캐캐체 헌터헌터,,,,,,,bbojjakkyu,https://dongne.co/event/df2604/circles/598654,제33회 디. 페스타 (토요일),Day1,괴담출근 케데헌 데못죽 오란고교 달빛천사
사내연애괴담,ast,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나(괴담출근/괴출),,,"김솔음, 호유원, 브라운",김솔음X호유원,해당없음,,소설,,https://dongne.co/event/df2604/circles/617269,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야 하는구나(괴담출근/괴출)
사람이 괴담에 갇혔어요,별하나,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,J3,,,,,byul_hana1,https://dongne.co/event/df2604/circles/615411,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야 하는구나
사랑과전쟁,밀렵꾼,,,,,1sp,명탐정 코난,러브앤 딥스페이스,,,,,,"일러스트,소설",,https://dongne.co/event/df2604/circles/608219,제33회 디. 페스타 (토요일),Day1,명탐정 코난
사랑의 만신창이,만신창이,,,,,1sp,메달리스트,,,"아케우라지 츠카사, 요다카 쥰",아케우라지 츠카사X요다카 쥰,"섹슈얼,로맨틱",,"소설,만화",manshinchang_2,https://dongne.co/event/df2604/circles/597485,제33회 디. 페스타 (토요일),Day1,메달리스트
사랑의 패자부활전,새인생,,,,,1sp,가비지타임,,,"성준수, 기상호",성준수X기상호,로맨틱,,소설,blue_310631,https://dongne.co/event/df2604/circles/598684,제33회 디. 페스타 (토요일),Day1,가비지타임
사무라이와 출근합니다,야마,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,"페이트, 사무라이 렘넌트",,"김솔음, 아르토리아 캐스터, 야마토 타케루, 미야모토 이오리, 오가사와라 카야, 정성공, 주유",,,,"일러스트,만화,기타",yamabuki_otk,https://dongne.co/event/df2604/circles/611767,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야 하는구나
사실 나도 인술학원에 가본 적이 없어,두부많이먹음이,,,,,1sp,닌자보이 란타로,,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""","닌자보이 란타로 인술학원 학생 전원, 교사진 +(선택/야마다 리키치, 타소가레도키 닌자대 잣토 콘나몬, 모로이즈미 손나몽, 코우사카 진나이자에몬, 오시츠 오사레츠) ",,,,"만화,기타,일러스트",imeog_i55009,https://dongne.co/event/df2604/circles/615204,제33회 디. 페스타 (토요일),Day1,닌자보이 란타로
사육이,사사육,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,러브앤딥스페이스,,"김솔음, 브라운",,,,,446_desune,https://dongne.co/event/df2604/circles/598637,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야 하는구나
사이쿄대 문예부,사라사,,,,,4sp,아이실드21,,,히루마 요이치,,"로맨틱,섹슈얼","무사히루, 모브히루",만화,salasa075,https://dongne.co/event/df2604/circles/598561,제33회 디. 페스타 (토요일),Day1,아이실드21
사쿠라토시노미야네,모미,,,,,1sp,코우노도리,,,"코우노토리 사쿠라, 시노미야 하루키",코우노토리 사쿠라X시노미야 하루키,,,기타,momii_00,https://dongne.co/event/df2604/circles/616965,제33회 디. 페스타 (토요일),Day1,코우노도리
사탕바구니,캔디,,,,,2sp,쿠로코의 농구,,,마유즈미 치히로,,"로맨틱,섹슈얼",모브레이,"소설,일러스트",,https://dongne.co/event/df2604/circles/602154,제33회 디. 페스타 (토요일),Day1,쿠로코의 농구
사파리월드,덕팔,,,,,1sp,붕괴 스타레일,괴담출근,,,,,,"만화,일러스트",481verse,https://dongne.co/event/df2604/circles/612298,제33회 디. 페스타 (토요일),Day1,붕괴:스타레일
사회자님 저예요 저,Cent,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,,cent_mz,https://dongne.co/event/df2604/circles/615751,제33회 디. 페스타 (토요일),Day1,괴담출근
산부인과 vs 정신과,.,,,,,2sp,앙상블스타즈,"블루록, 귀멸의 칼날",,"카나타, 치아키, 이사기, 카이저, 도우마",신카이 카나타X모리사와 치아키,로맨틱,이사기 요이치x미하엘 카이저,"만화,일러스트,소설",vimnse,https://dongne.co/event/df2604/circles/602368,제33회 디. 페스타 (토요일),Day1,앙상블스타즈
삼각형은 가장 완벽한 도형이고 이는 삼간부가 증명한다 ,엘드,,,,,2sp,트랜스포머,,트랜스포머 쁘띠존,"스타스크림, 사운드웨이브, 쇼크웨이브",,로맨틱,,"소설,일러스트,만화",eldtree,https://dongne.co/event/df2604/circles/596023,제33회 디. 페스타 (토요일),Day1,트랜스포머
상상가게2호점,무라이,,,,,2sp,,,,,,,,,,https://dongne.co/event/df2604/circles/600651,제33회 디. 페스타 (토요일),Day1,
상자,Lidaniel,,,,,1sp,니지산지 EN,Unnämed,,,,,,공예,wtsrwm_lide,https://dongne.co/event/df2604/circles/600792,제33회 디. 페스타 (토요일),Day1,니지산지EN
상태:미소녀중독,멜트,,,,,1sp,캐캐체,오란고교 흑집사 꿈빛파티시엘 캐캐체 쵸비츠 디지캐럿,,,,,,,lovemeltclub,https://dongne.co/event/df2604/circles/614642,제33회 디. 페스타 (토요일),Day1,캐캐체
새몽제과, 이새,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,1차창작,,,,,,일러스트,isaekki_,https://dongne.co/event/df2604/circles/595761,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야하는구나
새문서,에머디,,,,,2sp,명일방주,,,,,,,"일러스트,만화",,https://dongne.co/event/df2604/circles/611588,제33회 디. 페스타 (토요일),Day1,명일방주
새우튀김빵,괭지,,,,,2sp,"괴담출근, 마차살",은혼,,레오루카,,,,,,https://dongne.co/event/df2604/circles/603385,제33회 디. 페스타 (토요일),Day1,"괴담출근, 마차살"
서방과 아내의 사랑을 응원합니다,김몽당,,,,,1sp,유희왕,fkmt,야미진 쁘띠존 < 강한 마음 x 다정한 마음 >,"어둠의 유우기, 무토 유우기",,"로맨틱,섹슈얼",아카카이,만화,pencilnoking,https://dongne.co/event/df2604/circles/607491,제33회 디. 페스타 (토요일),Day1,유희왕
설산에 갇혔어요,머피,,,,,1sp,명탐정 코난,,나가노조 쁘띠존,"타카아키,칸스케,유이,히로미츠",,,,"만화,일러스트",muff1n_n,https://dongne.co/event/df2604/circles/608287,제33회 디. 페스타 (토요일),Day1,명탐정코난
설산에 떨어져도 범인은 잡아야 하는구나,"찹쌀밥, 나조, 공명정대",,,,,2sp,명탐정 코난,,,"모로후시 타카아키, 야마토 칸스케, 우에하라 유이, 모로후시 히로미츠",,,,"일러스트,만화,소설","chab_rice, naj0_dcof, takakm486",https://dongne.co/event/df2604/circles/596220,제33회 디. 페스타 (토요일),Day1,명탐정 코난
세기말 오타쿠,로푸닝,,,,,2sp,,,,,,,,,,https://dongne.co/event/df2604/circles/600989,제33회 디. 페스타 (토요일),Day1,
세레파라,찰싹찰싹,,,,,1sp,"100미터., 프리파라","어바등, 아이카츠(아이엠스타)",,히비키,히비키X파루루,해당없음,카이자이,만화,nyuruhuhuhu0,https://dongne.co/event/df2604/circles/598753,제33회 디. 페스타 (토요일),Day1,"100미터., 프리파라"
세카이에서 사랑을 노래하다,향,,,,,1sp,프로젝트 세카이,명일방주,,"카가미네 렌, KAITO",카가미네 렌X카이토,로맨틱,"루이츠카, 토우아키",,hyang_prsk,https://dongne.co/event/df2604/circles/606244,제33회 디. 페스타 (토요일),Day1,프로젝트 세카이
센티넬이 먼저 제타가 되고 싶다고 했다,트럭기사,,,,,1sp,트랜스포머 ONE,,트랜스포머 쁘띠존,"제타 프라임, 센티넬 프라임",제타 프라임X센티넬 프라임,"로맨틱,섹슈얼",스카이파이어×스타스크림,"만화,일러스트",heistruck,https://dongne.co/event/df2604/circles/596460,제33회 디. 페스타 (토요일),Day1,트랜스포머 ONE
소꿉친구가 서로 사랑하는걸 뭐라고해? ㄴ 소꿉친구는 원래 사랑하는 사이야...,김잡덕,,,,,1sp,나의 히어로 아카데미아,,,"바쿠고 카츠키, 미도리야 이즈쿠",바쿠고 카츠키X미도리야 이즈쿠,로맨틱,,"만화,공예",im_zapduk,https://dongne.co/event/df2604/circles/607018,제33회 디. 페스타 (토요일),Day1,나의 히어로 아카데미아
소꿉친구라 하지 마라 소꿉놀이도 안했으니까,카푸치노,,,,,2sp,나의 히어로 아카데미아,,,,바쿠고 카츠키X미도리야 이즈쿠,"로맨틱,섹슈얼",,,cpcn_fable,https://dongne.co/event/df2604/circles/607153,제33회 디. 페스타 (토요일),Day1,나의 히어로 아카데미아
소다없는소다네부스,isoh0215,,,,,1sp,명탐정 코난,데뷔못하면죽는병걸림,,,,,,,sod4nanong,https://dongne.co/event/df2604/circles/612042,제33회 디. 페스타 (토요일),Day1,명탐정코난
소록,소록,,,,,1sp,,,,,,,,,sorok_atelier,https://dongne.co/event/df2604/circles/596637,제33회 디. 페스타 (토요일),Day1,
소설먹음이,십리,,,,,2sp,"괴담에빠져도출근하는구나, 전지적독자시점 ","너희들은 변호됐다, 상업 BL 소설",,,유중혁X김독자,,,,,https://dongne.co/event/df2604/circles/601211,제33회 디. 페스타 (토요일),Day1,"괴담에빠져도출근하는구나, 전지적독자시점 "
소소한 메이릴리,파린,,,,,4sp,수공예와 솜인형,,,,,,,공예,"sosohan611004, ma_li_garden",https://dongne.co/event/df2604/circles/601789,제33회 디. 페스타 (토요일),Day1,수공예와 솜인형
소요당,소요,,,,,2sp,,,,,,,,"일러스트,공예",soyodang_works,https://dongne.co/event/df2604/circles/602327,제33회 디. 페스타 (토요일),Day1,
소파라는 감,단지,,,,,2sp,트라이건,,,,니콜라스 D. 울프우드X밧슈 더 스탬피드,"로맨틱,섹슈얼",,,,https://dongne.co/event/df2604/circles/608441,제33회 디. 페스타 (토요일),Day1,트라이건
손목 핏줄 탐방기,SUNDANCE,,,,,2sp,,,,,,,,,,https://dongne.co/event/df2604/circles/596032,제33회 디. 페스타 (토요일),Day1,
손부림,라야,,,,,2sp,태팅레이스(공예),,,,,,,공예,sonbulim,https://dongne.co/event/df2604/circles/596886,제33회 디. 페스타 (토요일),Day1,태팅레이스(공예)
솔음이랑 같이 떠나요,해아,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,,lllbadgelll,https://dongne.co/event/df2604/circles/600809,제33회 디. 페스타 (토요일),Day1,괴담출근
수상하고 귀여운 가판대,보리차호르몽,,,,,2sp,,,,,,,,"만화,일러스트",,https://dongne.co/event/df2604/circles/599752,제33회 디. 페스타 (토요일),Day1,
술탄의게임 ,학대,,,,,2sp,술탄의게임,,,"아르트, 네페르",,로맨틱,,만화,hamdae00,https://dongne.co/event/df2604/circles/613379,제33회 디. 페스타 (토요일),Day1,술탄의게임
쉬마쨩 뭐먹어? 메롱빵.,로론,,,,,2sp,MIU404,,,"이부키 아이, 시마 카즈미",,로맨틱,,"만화,소설",,https://dongne.co/event/df2604/circles/615118,제33회 디. 페스타 (토요일),Day1,MIU404
스모크베리,뵤뵤,,,,,2sp,가라오케 가자!,"패밀리 레스토랑 가자, 여학교의 별, 빠졌어 너에게",,"나리타 쿄지, 오카 사토미",나리타 쿄지X오카 사토미,해당없음,"고바호시,에마하야,메다니카",기타,smoke_berry_,https://dongne.co/event/df2604/circles/596565,제33회 디. 페스타 (토요일),Day1,가라오케 가자!
스위트 오렌지,Dou,,,,,1sp,슬램덩크,,,슬램덩크,,,,,handai05,https://dongne.co/event/df2604/circles/607104,제33회 디. 페스타 (토요일),Day1,슬램덩크
스프링노트,뽐,,,,,1sp, 뽐뽐 스튜디오 ,엔시티 위시,,엔시티위시,,,,기타,ppomppom_m0m,https://dongne.co/event/df2604/circles/599550,제33회 디. 페스타 (토요일),Day1, 뽐뽐 스튜디오 
슬기공방,aluaz03,,,,,1sp,,,,,,,,,,https://dongne.co/event/df2604/circles/612136,제33회 디. 페스타 (토요일),Day1,
슬기로운 부스생활,댐,,,,,2sp,제5인격,단간론파,,,,,,일러스트,,https://dongne.co/event/df2604/circles/607642,제33회 디. 페스타 (토요일),Day1,제5인격
시간마법사의 아틀리에,시간마법사,,,,,2sp,,,,,,,,,,https://dongne.co/event/df2604/circles/608567,제33회 디. 페스타 (토요일),Day1,
시끌벅적 동인지 대소동!,으으,,,,,1sp,닌자보이 란타로,,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""","후와 라이조,하치야 사부로,야마다 리키치,도이 한스케,아야베 키하치로, 타이라노 타키야샤마루",하치야 사부로X후와 라이조,로맨틱,"야마다 리키치x도이 한스케, 아야베 키하치로x타이라노 타키야샤마루","만화,일러스트",iamao_o_,https://dongne.co/event/df2604/circles/615939,제33회 디. 페스타 (토요일),Day1,닌자보이 란타로
신깡,leoll,,,,,1sp,보이즈플래닛,,,조우안신,,로맨틱,,"일러스트,소설",xingang1225,https://dongne.co/event/df2604/circles/597870,제33회 디. 페스타 (토요일),Day1,보이즈플래닛
신슈소바연구회,깨알,,,,,2sp,명탐정 코난,,,,,,,,,https://dongne.co/event/df2604/circles/601031,제33회 디. 페스타 (토요일),Day1,명탐정코난
싣싣베이커리,에시디,,,,,1sp,,,,,,,,공예,shid2drm,https://dongne.co/event/df2604/circles/612284,제33회 디. 페스타 (토요일),Day1,
심해어 락밴드,수심,,,,,1sp,하이큐,,,츠키시마 케이,,로맨틱,,,deepdownsee_ome,https://dongne.co/event/df2604/circles/608987,제33회 디. 페스타 (토요일),Day1,하이큐
